-0.999762,0.000000,0.021799,0.000000,0.000000,1.000000,0.000000,0.000000,-0.021799,0.000000,-0.999762,0.000000,0.790932,1.300000,1.462270,1.000000
-0.999807,-0.000455,0.019609,0.000000,-0.000494,0.999998,-0.002000,0.000000,-0.019608,-0.002009,-0.999805,0.000000,0.796909,1.298891,1.461870,1.000000
-0.999821,-0.000617,0.018893,0.000000,-0.000667,0.999996,-0.002650,0.000000,-0.018892,-0.002662,-0.999818,0.000000,0.796038,1.299451,1.462799,1.000000
-0.999825,-0.000412,0.018693,0.000000,-0.000453,0.999997,-0.002228,0.000000,-0.018692,-0.002236,-0.999822,0.000000,0.796154,1.299601,1.462476,1.000000
-0.999822,-0.000278,0.018842,0.000000,-0.000320,0.999997,-0.002250,0.000000,-0.018841,-0.002255,-0.999820,0.000000,0.797597,1.299442,1.462615,1.000000
-0.999816,-0.000835,0.019146,0.000000,-0.000876,0.999997,-0.002092,0.000000,-0.019145,-0.002108,-0.999814,0.000000,0.799581,1.300052,1.462522,1.000000
-0.999821,-0.001455,0.018864,0.000000,-0.001484,0.999998,-0.001502,0.000000,-0.018862,-0.001530,-0.999821,0.000000,0.799665,1.298902,1.461960,1.000000
-0.999816,-0.003790,0.018797,0.000000,-0.003811,0.999992,-0.001109,0.000000,-0.018793,-0.001180,-0.999822,0.000000,0.800687,1.300012,1.462057,1.000000
-0.999776,-0.004948,0.020538,0.000000,-0.004957,0.999988,-0.000410,0.000000,-0.020535,-0.000512,-0.999789,0.000000,0.803132,1.300193,1.461414,1.000000
-0.999776,-0.005437,0.020422,0.000000,-0.005421,0.999985,0.000831,0.000000,-0.020426,0.000720,-0.999791,0.000000,0.803093,1.299113,1.462045,1.000000
-0.999745,-0.005677,0.021828,0.000000,-0.005667,0.999984,0.000500,0.000000,-0.021831,0.000376,-0.999761,0.000000,0.806169,1.297993,1.461198,1.000000
-0.999749,-0.006134,0.021512,0.000000,-0.006151,0.999981,-0.000740,0.000000,-0.021507,-0.000873,-0.999768,0.000000,0.805363,1.299804,1.462305,1.000000
-0.999705,-0.006674,0.023356,0.000000,-0.006667,0.999978,0.000377,0.000000,-0.023358,0.000221,-0.999727,0.000000,0.807479,1.301135,1.463700,1.000000
-0.999652,-0.007482,0.025287,0.000000,-0.007392,0.999966,0.003651,0.000000,-0.025314,0.003463,-0.999673,0.000000,0.810497,1.300726,1.463064,1.000000
-0.999588,-0.008594,0.027373,0.000000,-0.008477,0.999954,0.004410,0.000000,-0.027410,0.004176,-0.999615,0.000000,0.813560,1.301976,1.463347,1.000000
-0.999521,-0.008976,0.029594,0.000000,-0.008796,0.999942,0.006209,0.000000,-0.029648,0.005946,-0.999542,0.000000,0.816506,1.301067,1.462943,1.000000
-0.999392,-0.008680,0.033753,0.000000,-0.008426,0.999935,0.007658,0.000000,-0.033817,0.007369,-0.999400,0.000000,0.821642,1.302779,1.464971,1.000000
-0.999222,-0.008656,0.038479,0.000000,-0.008286,0.999918,0.009786,0.000000,-0.038561,0.009460,-0.999211,0.000000,0.830035,1.301301,1.465398,1.000000
-0.999139,-0.009279,0.040431,0.000000,-0.008897,0.999914,0.009608,0.000000,-0.040517,0.009240,-0.999136,0.000000,0.831192,1.300072,1.466163,1.000000
-0.998935,-0.009114,0.045226,0.000000,-0.008767,0.999931,0.007871,0.000000,-0.045295,0.007466,-0.998945,0.000000,0.837444,1.301613,1.465147,1.000000
-0.998727,-0.008043,0.049794,0.000000,-0.007610,0.999932,0.008876,0.000000,-0.049862,0.008486,-0.998720,0.000000,0.843142,1.302325,1.467213,1.000000
-0.998561,-0.006720,0.053203,0.000000,-0.006183,0.999928,0.010262,0.000000,-0.053268,0.009919,-0.998531,0.000000,0.847962,1.300546,1.467398,1.000000
-0.998330,-0.005272,0.057521,0.000000,-0.004740,0.999945,0.009385,0.000000,-0.057567,0.009097,-0.998300,0.000000,0.854085,1.300338,1.470025,1.000000
-0.998005,-0.004399,0.062969,0.000000,-0.003848,0.999953,0.008876,0.000000,-0.063005,0.008616,-0.997976,0.000000,0.863640,1.301130,1.467826,1.000000
-0.997458,-0.002906,0.071196,0.000000,-0.002218,0.999950,0.009744,0.000000,-0.071221,0.009562,-0.997414,0.000000,0.876968,1.300034,1.471647,1.000000
-0.997223,-0.001635,0.074452,0.000000,-0.000956,0.999958,0.009144,0.000000,-0.074464,0.009047,-0.997182,0.000000,0.882506,1.300416,1.471796,1.000000
-0.996513,-0.002151,0.083401,0.000000,-0.001395,0.999957,0.009119,0.000000,-0.083417,0.008971,-0.996474,0.000000,0.910788,1.301073,1.471499,1.000000
-0.996368,0.000277,0.085152,0.000000,0.001114,0.999951,0.009787,0.000000,-0.085145,0.009846,-0.996320,0.000000,0.914279,1.300324,1.474104,1.000000
-0.996207,0.003890,0.086921,0.000000,0.004677,0.999950,0.008856,0.000000,-0.086882,0.009229,-0.996175,0.000000,0.920020,1.299467,1.475759,1.000000
-0.995873,0.005463,0.090590,0.000000,0.006154,0.999954,0.007355,0.000000,-0.090545,0.007882,-0.995861,0.000000,0.930841,1.301519,1.474263,1.000000
-0.995127,0.005369,0.098454,0.000000,0.006367,0.999931,0.009827,0.000000,-0.098394,0.010406,-0.995093,0.000000,0.945913,1.302713,1.476575,1.000000
-0.993935,0.002862,0.109925,0.000000,0.004441,0.999890,0.014124,0.000000,-0.109873,0.014527,-0.993839,0.000000,0.966207,1.305487,1.473702,1.000000
-0.993283,0.002277,0.115688,0.000000,0.004359,0.999833,0.017744,0.000000,-0.115629,0.018129,-0.993127,0.000000,0.979501,1.304019,1.471191,1.000000
-0.993105,0.001427,0.117214,0.000000,0.003664,0.999815,0.018869,0.000000,-0.117166,0.019168,-0.992927,0.000000,0.986222,1.303560,1.467694,1.000000
